ID,SMILES,Total_count,BBB+_count,BBB-_count,Flexibility_RDKit,MW_RDKit,LogP_RDKit,HBA_RDKit,HBD_RDKit,TPSA_RDKit,Charge_RDKit,HeavyAtom_RDKit,AtomStereo_RDKit,AtomCount_C_RDKit,AtomCount_H_RDKit,AtomCount_O_RDKit,AtomCount_N_RDKit,AtomCount_S_RDKit,AtomCount_F_RDKit,AtomCount_Cl_RDKit,AtomCount_Br_RDKit,AtomCount_I_RDKit,AtomCount_P_RDKit,AtomCount_B_RDKit,AtomCount_Li_RDKit,BondCount_Single_RDKit,BondCount_Double_RDKit,BondCount_Triple_RDKit,BondCount_Aromatic_RDKit,Total_Chiral_Centers_RDKit,R_Isomers_RDKit,S_Isomers_RDKit,E_Isomers_RDKit,Z_Isomers_RDKit,Num_4_Rings_Aromatic_RDKit,Num_4_Rings_NonAromatic_RDKit,Num_4_Rings_Total_RDKit,Num_5_Rings_Aromatic_RDKit,Num_5_Rings_NonAromatic_RDKit,Num_5_Rings_Total_RDKit,Num_6_Rings_Aromatic_RDKit,Num_6_Rings_NonAromatic_RDKit,Num_6_Rings_Total_RDKit,Num_8_Rings_Aromatic_RDKit,Num_8_Rings_NonAromatic_RDKit,Num_8_Rings_Total_RDKit,Num_Aromatic_Rings_RDKit,Num_NonAromatic_Rings_RDKit,Num_Total_Rings_RDKit,WienerIndex_RDKit,EccentricConnectivityIndex_RDKit,BBB+_normalised,BBB-_normalised,ratio
RING0063,c1ncncn1,4,0,4,0.0,81.07799999999999,-0.12840000000000007,3.0,0.0,38.67,0.0,6.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,63.0,0.0,0.0014030164854437039,1.0
RING0064,c1ncnn1,43,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005246166263115416,0.005962820063135742,0.53196782
RING0065,c1cNCC1,63,38,25,0.0,69.107,0.4934,1.0,1.0,12.03,0.0,5.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,162.0,79.0,0.007667473769168685,0.008768853034023149,0.53350442
RING0066,C1CCCOC1,169,17,152,0.0,86.134,1.1869,1.0,0.0,9.23,0.0,6.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,339.0,132.0,0.003430185633575464,0.053314626446860754,0.93955067
RING0067,C1C=CCO1,21,9,12,0.0,70.091,0.5728,1.0,0.0,9.23,0.0,5.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,132.0,72.0,0.0018159806295399517,0.004209049456331112,0.69859393
RING0068,c1cCCC1,38,26,12,0.0,68.119,1.7265,0.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,196.0,86.0,0.005246166263115416,0.004209049456331112,0.44515636
RING0069,C1COCS1,3,1,2,0.0,90.14699999999999,0.7073,2.0,0.0,9.23,0.0,5.0,0.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,131.0,72.0,0.00020177562550443906,0.0007015082427218519,0.77661992
RING0070,c1nc[nH]n1,5,0,5,0.0,69.067,-0.19530000000000008,2.0,1.0,41.57,0.0,5.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,51.0,0.0,0.00175377060680463,1.0
RING0071,c1cCNCC1,145,111,34,0.0,83.134,0.5359,1.0,1.0,12.03,0.0,6.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,294.0,129.0,0.022397094430992737,0.011925640126271484,0.347456
RING0072,C1=CCN=C1,11,9,2,0.0,67.09099999999998,0.627,1.0,0.0,12.36,0.0,5.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,104.0,65.0,0.0018159806295399517,0.0007015082427218519,0.27865396
RING0073,C1COCN1,54,45,9,0.0,73.09499999999998,-0.4363000000000001,2.0,1.0,21.259999999999998,0.0,5.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,162.0,79.0,0.009079903147699757,0.003156787092248334,0.2579772
RING0074,C1=CCNCC1,44,31,13,0.0,83.134,0.5359,1.0,1.0,12.03,0.0,6.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,294.0,129.0,0.006255044390637611,0.004559803577692038,0.42162438
RING0075,C1cccCC1,27,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004035512510088781,0.002455278849526482,0.37827111
RING0076,C1C=CC=CC1,7,4,3,0.0,80.13,1.8926,0.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,249.0,120.0,0.0008071025020177562,0.001052262364082778,0.5659257
RING0077,C1=CCNC=C1,5,4,1,0.0,81.11799999999998,0.6595,1.0,1.0,12.03,0.0,6.0,0.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,210.0,111.0,0.0008071025020177562,0.00035075412136092597,0.30293399
RING0078,c1nCCCC1,23,17,6,0.0,83.134,1.2411,1.0,0.0,12.36,0.0,6.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,290.0,123.0,0.003430185633575464,0.002104524728165556,0.38024117
RING0079,C1NCCO1,33,26,7,0.0,73.095,-0.43630000000000013,2.0,1.0,21.259999999999998,0.0,5.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,162.0,79.0,0.005246166263115416,0.002455278849526482,0.31880755
RING0080,c1cCCNCCCC1,7,2,5,0.0,125.21499999999999,1.7062,1.0,1.0,12.03,0.0,9.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0,255.0,0.0004035512510088781,0.00175377060680463,0.81293878
RING0081,c1cCCCCNCC1,10,2,8,0.0,125.215,1.7062,1.0,1.0,12.03,0.0,9.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0,255.0,0.0004035512510088781,0.0028060329708874078,0.87426681
RING0082,C1=CCCNC1,15,5,10,0.0,83.13399999999999,0.5359,1.0,1.0,12.03,0.0,6.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,294.0,129.0,0.0010088781275221952,0.00350754121360926,0.77661992
RING0083,C1CNCC1,71,29,42,0.0,71.123,0.36979999999999996,1.0,1.0,12.03,0.0,5.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,234.0,93.0,0.005851493139628733,0.014731673097158891,0.71571462
RING0084,C1CCC=CC=CCCC=CCCCCO1,5,2,3,0.0,220.35599999999994,4.415900000000004,1.0,0.0,9.23,0.0,16.0,0.0,15.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,738.0,0.0004035512510088781,0.001052262364082778,0.72280019
RING0085,c1ccnnc1,25,21,4,0.0,80.08999999999999,0.4765999999999999,2.0,0.0,25.78,0.0,6.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,109.0,76.0,0.00423728813559322,0.0014030164854437039,0.24874835
RING0086,c1cc[n+]nc1,1,1,0,0.0,80.08999999999999,-0.0514,2.0,0.0,26.46,1.0,6.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,109.0,76.0,0.00020177562550443906,0.0,0.0
RING0087,C1CCC1,65,49,16,0.0,56.108,1.5604,0.0,0.0,0.0,0.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,160.0,80.0,0.009887005649717515,0.0056120659417748155,0.36209046
RING0088,C1CNC1,13,11,2,0.0,57.096,-0.02030000000000004,1.0,1.0,12.03,0.0,4.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,130.0,73.0,0.00221953188054883,0.0007015082427218519,0.240157
RING0089,C1C=CCC=C1,660,643,17,0.0,80.12999999999998,1.8926,0.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,251.0,120.0,0.1297417271993543,0.005962820063135742,0.04393972
RING0090,C1=CCCC=C1,12,10,2,0.0,80.12999999999998,1.8926,0.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,249.0,120.0,0.0020177562550443904,0.0007015082427218519,0.2579772
RING0091,C1ccCC1,5,4,1,0.0,68.119,1.7265,0.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,196.0,86.0,0.0008071025020177562,0.00035075412136092597,0.30293399
RING0092,C1ccCcc1,86,9,77,0.0,80.12999999999998,1.8926,0.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,251.0,120.0,0.0018159806295399517,0.0270080673447913,0.93699772
RING0093,c1cnc[nH]1,18,18,0,0.0,68.079,0.40969999999999995,1.0,1.0,28.68,0.0,5.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,80.0,58.0,0.0036319612590799033,0.0,0.0
RING0094,c1cOccC1,6,3,3,0.0,82.102,1.4341,1.0,0.0,9.23,0.0,6.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,171.0,96.0,0.0006053268765133172,0.001052262364082778,0.63481491
RING0095,c1cccccc1,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010088781275221952,0.0007015082427218519,0.41014607
RING0096,c1cCCCcc-1,3,1,2,0.0,94.15699999999998,2.2827,0.0,0.0,0.0,0.0,7.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,146.0,0.00020177562550443906,0.0007015082427218519,0.77661992
RING0097,C1CNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCN1,8,6,2,0.0,473.7590000000003,-4.514400000000013,11.0,11.0,132.32999999999998,0.0,33.0,0.0,22.0,55.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36696.0,3047.0,0.0012106537530266344,0.0007015082427218519,0.36686653
RING0098,c1csc[n+]1,2,1,1,0.0,85.131,0.5684999999999999,2.0,0.0,14.100000000000001,1.0,5.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59.0,51.0,0.00020177562550443906,0.00035075412136092597,0.63481491
RING0099,c1cnCCO1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006053268765133172,0.0,0.0
RING0100,C1COCC1,19,10,9,0.0,72.107,0.7968000000000001,1.0,0.0,9.23,0.0,5.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,195.0,86.0,0.0020177562550443904,0.003156787092248334,0.610061
RING0101,C1=NCccN1,7,7,0,0.0,82.106,0.1316,2.0,1.0,24.39,0.0,6.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,173.0,98.0,0.0014124293785310734,0.0,0.0
RING0102,C1COCO1,133,119,14,0.0,74.079,-0.009299999999999975,2.0,0.0,18.46,0.0,5.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,131.0,72.0,0.02401129943502825,0.004910557699052964,0.16978708
RING0103,c1cnoc1,55,22,33,0.0,69.06299999999999,0.6746,2.0,0.0,26.03,0.0,5.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,58.0,47.0,0.00443906376109766,0.011574886004910558,0.72280019
RING0104,C1CC=[N+]CN1,2,2,0,0.0,84.122,-0.6562000000000001,2.0,1.0,26.130000000000003,1.0,6.0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,248.0,114.0,0.0004035512510088781,0.0,0.0
RING0105,c1cnnn1,12,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012106537530266344,0.002104524728165556,0.63481491
RING0106,C1CNNC1,3,3,0,0.0,72.111,-0.5157000000000003,2.0,2.0,24.06,0.0,5.0,0.0,3.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,196.0,86.0,0.0006053268765133172,0.0,0.0
RING0107,C1NCCCO1,4,4,0,0.0,87.122,-0.04620000000000002,2.0,1.0,21.259999999999998,0.0,6.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,292.0,123.0,0.0008071025020177562,0.0,0.0
RING0108,c1cSNCN1,14,4,10,0.0,102.16199999999999,0.2560999999999999,3.0,2.0,24.06,0.0,6.0,0.0,3.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,172.0,98.0,0.0008071025020177562,0.00350754121360926,0.81293878
RING0109,c1cCCNCC1,18,16,2,0.0,97.16099999999999,0.9259999999999999,1.0,1.0,12.03,0.0,7.0,0.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,155.0,0.003228410008071025,0.0007015082427218519,0.17850454
RING0110,c1cNccCC1,28,28,0,0.0,95.145,1.3972,1.0,1.0,12.03,0.0,7.0,0.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,137.0,0.005649717514124294,0.0,0.0
RING0111,C1CCCCCCC1,20,9,11,0.0,112.21600000000001,3.120800000000002,0.0,0.0,0.0,0.0,8.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,944.0,256.0,0.0018159806295399517,0.003858295334970186,0.67996258
RING0112,C1COC1,5,2,3,0.0,58.07999999999999,0.40670000000000006,1.0,0.0,9.23,0.0,4.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,102.0,60.0,0.0004035512510088781,0.001052262364082778,0.72280019
RING0113,C1=CNCN1,5,3,2,0.0,70.09499999999998,-0.39210000000000006,2.0,2.0,24.06,0.0,5.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,132.0,72.0,0.0006053268765133172,0.0007015082427218519,0.53679935
RING0114,C1CC1,286,209,77,0.0,42.080999999999996,1.1703,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,42.0,0.04217110573042777,0.0270080673447913,0.39040749
RING0115,c1nncs1,29,2,27,0.0,86.119,0.5381,3.0,0.0,25.78,0.0,5.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,41.0,42.0,0.0004035512510088781,0.009470361276745002,0.95912955
RING0116,C1=CCCcc1,91,26,65,0.0,80.12999999999998,1.8926,0.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,249.0,120.0,0.005246166263115416,0.02279901788846019,0.81293878
RING0117,c1coc[nH]1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006053268765133172,0.0,0.0
RING0118,C1CCNN1,8,4,4,0.0,72.11099999999999,-0.5157,2.0,2.0,24.06,0.0,5.0,0.0,3.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,196.0,86.0,0.0008071025020177562,0.0014030164854437039,0.63481491
RING0119,C1COCCN1,87,72,15,0.0,87.122,-0.3938000000000001,2.0,1.0,21.259999999999998,0.0,6.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,294.0,125.0,0.014527845036319613,0.00526131182041389,0.26586842
RING0120,C1=CCOC1,4,4,0,0.0,70.091,0.5728,1.0,0.0,9.23,0.0,5.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,132.0,72.0,0.0008071025020177562,0.0,0.0
RING0121,c1c[S+]ccN1,1,1,0,0.0,99.15799999999999,0.6146,2.0,1.0,12.03,1.0,6.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,140.0,89.0,0.00020177562550443906,0.0,0.0
