ID,SMILES,Total_count,BBB+_count,BBB-_count,MW_RDKit,LogP_RDKit,HBA_RDKit,HBD_RDKit,TPSA_RDKit,Flexibility_RDKit,Charge_RDKit,HeavyAtom_RDKit,AtomStereo_RDKit,AtomCount_C_RDKit,AtomCount_H_RDKit,AtomCount_O_RDKit,AtomCount_N_RDKit,AtomCount_S_RDKit,AtomCount_F_RDKit,AtomCount_Cl_RDKit,AtomCount_Br_RDKit,AtomCount_I_RDKit,AtomCount_P_RDKit,AtomCount_B_RDKit,AtomCount_Li_RDKit,BondCount_Single_RDKit,BondCount_Double_RDKit,BondCount_Triple_RDKit,BondCount_Aromatic_RDKit,Total_Chiral_Centers_RDKit,R_Isomers_RDKit,S_Isomers_RDKit,E_Isomers_RDKit,Z_Isomers_RDKit,Num_4_Rings_Aromatic_RDKit,Num_4_Rings_NonAromatic_RDKit,Num_4_Rings_Total_RDKit,Num_5_Rings_Aromatic_RDKit,Num_5_Rings_NonAromatic_RDKit,Num_5_Rings_Total_RDKit,Num_6_Rings_Aromatic_RDKit,Num_6_Rings_NonAromatic_RDKit,Num_6_Rings_Total_RDKit,Num_8_Rings_Aromatic_RDKit,Num_8_Rings_NonAromatic_RDKit,Num_8_Rings_Total_RDKit,Num_Aromatic_Rings_RDKit,Num_NonAromatic_Rings_RDKit,Num_Total_Rings_RDKit,WienerIndex_RDKit,EccentricConnectivityIndex_RDKit,BBB+_normalised,BBB-_normalised,ratio
BRIC1231,[8*]CC(C)(C)C,1,1,0,72.151,2.0524,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,0.00020177562550443906,0.0,0.0
BRIC1232,[8*]CC(C)O,2,2,0,60.096,0.3871,1.0,1.0,20.23,0.0,0.0,4.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0004035512510088781,0.0,0.0
BRIC1233,[10*]N1C(=O)C([13*])NC1=S,1,1,0,116.145,-1.0093,2.0,2.0,41.13,0.0,0.0,7.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,42.0,0.00020177562550443906,0.0,0.0
BRIC1234,[10*]N1C(=O)OC(C)C1=O,1,1,0,115.088,-0.3587,3.0,1.0,55.4,0.0,0.0,8.0,1.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59.0,51.0,0.00020177562550443906,0.0,0.0
BRIC1235,[5*]N1CCC23c4c5ccc(O)c4OC2C2([15*])C=CC3(CC2[15*])C1C5,3,3,0,281.355,2.2752,3.0,2.0,41.49,0.0,0.0,21.0,5.0,18.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,6.0,7.0,678.0,276.0,0.0006053268765133172,0.0,0.0
BRIC1236,[8*][C@](C)(O)CCC,6,6,0,87.142,1.7109,1.0,1.0,20.23,2.0,0.0,6.0,0.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,0.0012106537530266344,0.0,0.0
BRIC1237,[5*]N1CCC23c4c5ccc([16*])c4OC2C([15*])C=CC3C1C5,1,1,0,239.318,2.1795,2.0,1.0,21.26,0.0,0.0,18.0,4.0,16.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,5.0,463.0,224.0,0.00020177562550443906,0.0,0.0
BRIC1238,[12*]S(=O)(=O)c1cc([16*])c([16*])cc1N,3,3,0,157.194,0.2391,3.0,2.0,60.16,1.0,0.0,10.0,0.0,6.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,114.0,76.0,0.0006053268765133172,0.0,0.0
BRIC1239,[16*]c1cc(S(N)(=O)=O)cc([16*])c1[16*],3,3,0,157.194,0.334,2.0,1.0,60.16,1.0,0.0,10.0,0.0,6.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,114.0,78.0,0.0006053268765133172,0.0,0.0
BRIC1240,[5*]N1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,3,3,0,243.35,2.7382,2.0,2.0,32.26,0.0,0.0,18.0,3.0,16.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,499.0,231.0,0.0006053268765133172,0.0,0.0
BRIC1241,[5*]N1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,1,1,0,271.316,0.8559,4.0,3.0,61.72,0.0,0.0,20.0,5.0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,5.0,620.0,255.0,0.00020177562550443906,0.0,0.0
BRIC1242,[3*]ONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,1,1,0,320.179,3.8532,4.0,2.0,56.98,1.0,0.0,21.0,0.0,15.0,11.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,841.0,312.0,0.00020177562550443906,0.0,0.0
BRIC1243,[13*]C1N2C(=O)C([15*])C2SC1(C)C,57,0,57,157.238,1.0702,2.0,0.0,20.31,0.0,0.0,10.0,1.0,7.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,107.0,83.0,0.0,0.01999298491757278,1.0
BRIC1244,[7*]=C(C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@H]([C@@H]([15*])C[C@@H](C)C/C(C)=C/[C@@H]([15*])C(=O)C[C@H](O)[C@H]1C)[C@@H]([15*])C[C@H]2C,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00035075412136092597,1.0
BRIC1245,[7*]=C[C@@H]1CC[C@@H](O)[C@H]([15*])C1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0007015082427218519,1.0
BRIC1246,[8*][C@@H](N)CC=C,1,1,0,70.115,0.683,1.0,1.0,26.02,2.0,0.0,5.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,0.00020177562550443906,0.0,0.0
BRIC1247,[15*][C@@H]1CCNC[C@H]1C=C,1,1,0,110.18,0.9862,1.0,1.0,12.03,1.0,0.0,8.0,1.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,64.0,60.0,0.00020177562550443906,0.0,0.0
BRIC1248,[13*][C@@H]1C[C@H]2CCN1C[C@@H]2C=C,1,0,1,136.218,1.676,1.0,0.0,3.24,1.0,0.0,10.0,3.0,9.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,107.0,85.0,0.0,0.00035075412136092597,1.0
BRIC1249,[1*]C(=O)C([8*])N=C,1,0,1,71.079,-0.1141,2.0,0.0,29.43,2.0,0.0,5.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,0.0,0.00035075412136092597,1.0
BRIC1250,[15*][C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#CC)[C@@H]2CCC3=CC(=O)CCC3=C21,1,0,1,309.429,3.761,2.0,1.0,37.3,0.0,0.0,23.0,4.0,21.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,1082.0,445.0,0.0,0.00035075412136092597,1.0
BRIC1251,[15*]C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,7,7,0,302.414,2.626,3.0,2.0,57.53,0.0,0.0,22.0,7.0,19.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,887.0,362.0,0.0014124293785310734,0.0,0.0
BRIC1252,[15*]C12OC(C)(C)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,1,0,344.495,4.6483,3.0,0.0,35.53,0.0,0.0,25.0,7.0,22.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1327.0,506.0,0.00020177562550443906,0.0,0.0
BRIC1253,CC(=O)C1=C(O)[C@@]2(O)C(=O)c3c(c(C)c4ccc(C)c(O)c4c3O)C[C@H]2[C@@H](N)C1=O,1,0,1,411.41,1.265,8.0,5.0,158.15,1.0,0.0,30.0,3.0,22.0,21.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,2046.0,561.0,0.0,0.00035075412136092597,1.0
BRIC1254,[15*]C1CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC12C,1,1,0,300.442,3.9012,2.0,1.0,37.3,0.0,0.0,22.0,7.0,20.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,868.0,334.0,0.00020177562550443906,0.0,0.0
BRIC1255,[15*]C1CCC2(C)C(=CCC3C2CCC2(C)C([15*])CCC32)C1,1,1,0,258.449,5.7294,0.0,0.0,0.0,0.0,0.0,19.0,5.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,596.0,269.0,0.00020177562550443906,0.0,0.0
BRIC1256,[1*]C(=O)CCC(=O)O,24,21,3,102.089,0.0501,2.0,1.0,54.37,3.0,0.0,7.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,47.0,0.00423728813559322,0.001052262364082778,0.1989
BRIC1257,[5*]N1CCN([5*])[C@@H]([13*])C1,28,4,24,85.13,-0.659,2.0,2.0,24.06,0.0,0.0,6.0,0.0,4.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,36.0,0.0008071025020177562,0.008418098912662224,0.9125
BRIC1258,[16*]c1cc(F)cc(F)c1,3,0,3,114.094,1.9648,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,61.0,54.0,0.0,0.001052262364082778,1.0
BRIC1259,[5*]N1CC[C@@H](O)C1,13,2,11,87.122,-0.6594,2.0,2.0,32.26,0.0,0.0,6.0,1.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,29.0,0.0004035512510088781,0.003858295334970186,0.9053
BRIC1260,[5*]N1CC[C@H](O)C1,19,1,18,87.122,-0.6594,2.0,2.0,32.26,0.0,0.0,6.0,1.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,29.0,0.00020177562550443906,0.006313574184496668,0.969
BRIC1261,[16*]c1ccc([N+](=O)[O-])cc1,18,10,8,123.111,1.5948,2.0,0.0,43.14,1.0,0.0,9.0,0.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0,69.0,0.0020177562550443904,0.0028060329708874078,0.5817
BRIC1262,[16*]c1ccc([S@@+](C)[O-])cc1,1,0,1,140.207,1.424,1.0,0.0,23.06,1.0,0.0,9.0,1.0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0,69.0,0.0,0.00035075412136092597,1.0
BRIC1263,[4*]C(CCC(N)=O)C(=O)O,1,1,0,131.131,-0.2734,2.0,2.0,80.39,4.0,0.0,9.0,0.0,5.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,76.0,0.00020177562550443906,0.0,0.0
BRIC1264,[16*]c1cc(Cl)ccc1Cl,1,1,0,147.004,2.9934,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,58.0,0.00020177562550443906,0.0,0.0
BRIC1265,[4*]CCC[C@H]([4*])C(=O)O,1,1,0,101.125,1.0754,1.0,1.0,37.3,3.0,0.0,7.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,47.0,0.00020177562550443906,0.0,0.0
BRIC1266,[9*]n1c(C)cc(C=O)c1C,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00020177562550443906,0.0,0.0
BRIC1267,[8*]C([8*])(O)CC(=O)NNC(C)=O,1,1,0,146.146,-1.4639,3.0,3.0,78.43,2.0,0.0,10.0,0.0,5.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,96.0,0.00020177562550443906,0.0,0.0
BRIC1268,[16*]c1c(I)c([16*])c(I)c([16*])c1I,6,0,6,455.802,3.5004,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,63.0,0.0,0.002104524728165556,1.0
BRIC1269,[13*][C@@H]1CCC(=O)N1,9,6,3,84.098,0.0582,1.0,1.0,29.1,0.0,0.0,6.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,29.0,0.0012106537530266344,0.001052262364082778,0.465
BRIC1270,[15*]C1/C=C/C(C)=C/CC(O)/C=C/C(C)=C/C([15*])C2(C)C(=O)OC(C1)C(C)C2=O,1,0,1,358.478,4.0632,4.0,1.0,63.6,0.0,0.0,26.0,8.0,22.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1593.0,471.0,0.0,0.00035075412136092597,1.0
BRIC1271,[1*]C(=O)C(C)=O,6,0,6,72.063,-0.2257,2.0,0.0,34.14,1.0,0.0,5.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,0.0,0.002104524728165556,1.0
BRIC1272,[15*]C1CC[C@@]2(C)C([C@@H]1Br)[C@H](Br)C[C@H]1[C@@H]3CC[C@H]([15*])[C@@]3(C)CC[C@@H]12,1,1,0,417.249,6.3703,0.0,0.0,0.0,0.0,0.0,21.0,8.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,768.0,295.0,0.00020177562550443906,0.0,0.0
BRIC1273,[8*][C@H](C)CCCC(C)C,3,2,1,113.224,3.0369,0.0,0.0,0.0,4.0,0.0,8.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,65.0,0.0004035512510088781,0.00035075412136092597,0.465
BRIC1274,[15*]C1(O)C(C)CC2C3CC(F)(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,1,0,370.411,3.2093,3.0,2.0,57.53,0.0,0.0,26.0,8.0,20.0,25.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,1306.0,418.0,0.00020177562550443906,0.0,0.0
BRIC1275,[15*]C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1,1,0,359.441,3.1529,4.0,1.0,58.89,0.0,0.0,26.0,8.0,21.0,26.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1384.0,511.0,0.00020177562550443906,0.0,0.0
BRIC1276,[15*][C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,2,2,0,354.297,4.7775,2.0,1.0,37.3,0.0,0.0,23.0,6.0,19.0,23.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,967.0,373.0,0.0004035512510088781,0.0,0.0
BRIC1277,[15*][C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4,4,0,319.396,3.2617,3.0,2.0,57.53,0.0,0.0,23.0,6.0,19.0,24.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,967.0,373.0,0.0008071025020177562,0.0,0.0
BRIC1278,[15*][C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,0,321.412,3.4857,3.0,2.0,57.53,0.0,0.0,23.0,6.0,19.0,26.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,967.0,373.0,0.00020177562550443906,0.0,0.0
BRIC1279,[15*][C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,1,1,0,301.406,3.6018,3.0,1.0,54.37,0.0,0.0,22.0,5.0,19.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,887.0,362.0,0.00020177562550443906,0.0,0.0
BRIC1280,[15*][C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2,2,0,315.433,3.4156,3.0,2.0,57.53,0.0,0.0,23.0,7.0,20.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,983.0,375.0,0.0004035512510088781,0.0,0.0
BRIC1281,[15*][C@@]1(O)CC[C@H]2[C@@H]3C[C@H](Cl)C4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,1,1,0,333.835,3.5951,3.0,1.0,54.37,0.0,0.0,23.0,6.0,19.0,22.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,983.0,375.0,0.00020177562550443906,0.0,0.0
BRIC1282,[15*][C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3,3,0,333.423,3.5077,3.0,2.0,57.53,0.0,0.0,24.0,7.0,20.0,26.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,1088.0,392.0,0.0006053268765133172,0.0,0.0
